uid,title,types,sourceTypes,citations,source.sourceTitle,source.publishYear,source.publishMonth,source.volume,source.supplement,source.pages.range,source.pages.begin,source.pages.end,source.pages.count,names.authors,links.record,identifiers.issn,identifiers.eissn,keywords.authorKeywords,source.issue,links.references,links.related,identifiers.doi,identifiers.pmid,names.bookCorp,identifiers.isbn,names.bookEditors,source.specialIssue,identifiers.eisbn,source.articleNumber,names.corp
WOS:000513655600001,Use of gelatin puzzle phantoms to teach medical students isolated ultrasound transducer movements and fundamental concepts,['Article'],['Article'],"[{'db': 'WOK', 'count': 4}]",BMC MEDICAL EDUCATION,2020,JAN 29,20,,,,,7,"[{'displayName': 'Maloney, Lauren M.', 'wosStandard': 'Maloney, LM', 'researcherId': 'X-6377-2019'}, {'displayName': 'Seidman, Peggy A.', 'wosStandard': 'Seidman, PA', 'researcherId': 'DSC-7025-2022'}, {'displayName': 'Zach, Kristen M.', 'wosStandard': 'Zach, KM', 'researcherId': 'EGZ-9963-2022'}, {'displayName': 'Tewari, Neera K.', 'wosStandard': 'Tewari, NK', 'researcherId': 'IHF-1354-2023'}, {'displayName': 'Tito, Matthew F.', 'wosStandard': 'Tito, MF', 'researcherId': 'GGM-0002-2022'}, {'displayName': 'Page, Christopher R.', 'wosStandard': 'Page, CR', 'researcherId': 'DLA-8521-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000513655600001&DestLinkType=FullRecord&DestApp=WOS_CPL,,1472-6920,"['Medical student', 'Ultrasound education', 'Ultrasound phantom', 'Medical education', 'Ultrasound', 'Gelatin']",1,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000513655600001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000513655600001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1186/s12909-020-1937-8,31996188,,,,,,26,
WOS:000606824300024,PREHOSPITAL NALOXONE AND EMERGENCY DEPARTMENT ADVERSE EVENTS: A DOSE-DEPENDENT RELATIONSHIP,['Article'],['Article'],"[{'db': 'WOK', 'count': 6}]",JOURNAL OF EMERGENCY MEDICINE,2020,DEC,59,,872-883,872,883,12,"[{'displayName': 'Maloney, Lauren M.', 'wosStandard': 'Maloney, LM', 'researcherId': 'X-6377-2019'}, {'displayName': 'Alptunaer, Timur', 'wosStandard': 'Alptunaer, T', 'researcherId': 'EJJ-5387-2022'}, {'displayName': 'Coleman, Gia', 'wosStandard': 'Coleman, G', 'researcherId': 'CME-8450-2022'}, {'displayName': 'Ismael, Suleiman', 'wosStandard': 'Ismael, S', 'researcherId': 'CWD-0762-2022'}, {'displayName': 'McKenna, Peter J.', 'wosStandard': 'McKenna, PJ', 'researcherId': 'P-5259-2019'}, {'displayName': 'Marshall, R. Trevor', 'wosStandard': 'Marshall, RT', 'researcherId': 'FKL-4375-2022'}, {'displayName': 'Hernandez, Cristina', 'wosStandard': 'Hernandez, C', 'researcherId': 'KGL-9001-2024'}, {'displayName': 'Williams, Daryl W.', 'wosStandard': 'Williams, DW', 'researcherId': 'EFI-1266-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000606824300024&DestLinkType=FullRecord&DestApp=WOS_CPL,0736-4679,1090-1280,"['prehospital', 'emergency medical services', 'paramedic', 'naloxone', 'opioid', 'overdose']",6,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000606824300024&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000606824300024&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1016/j.jemermed.2020.07.009,32972788,,,,,,,
WOS:000611174400009,12-Lead Electrocardiograms Acquired and Transmitted by Emergency Medical Technicians are of Diagnostic Quality and Positively Impact Patient Care,['Article'],['Article'],"[{'db': 'WOK', 'count': 2}]",PREHOSPITAL AND DISASTER MEDICINE,2021,FEB,36,,47-50,47,50,4,"[{'displayName': 'Kotelnik, Vladimir', 'wosStandard': 'Kotelnik, V', 'researcherId': 'CYT-4973-2022'}, {'displayName': 'Pesce, Kevin', 'wosStandard': 'Pesce, K', 'researcherId': 'DMH-6999-2022'}, {'displayName': 'Masterton, William M.', 'wosStandard': 'Masterton, WM', 'researcherId': 'DEH-8068-2022'}, {'displayName': 'Marshall, Robert T.', 'wosStandard': 'Marshall, RT', 'researcherId': 'FKL-4375-2022'}, {'displayName': 'Pigott, Gregson', 'wosStandard': 'Pigott, G', 'researcherId': 'FRL-4678-2022'}, {'displayName': 'Bialek, Nathaniel', 'wosStandard': 'Bialek, N', 'researcherId': 'CEM-9697-2022'}, {'displayName': 'Winslow, Jason', 'wosStandard': 'Winslow, J', 'researcherId': 'CGI-1766-2022'}, {'displayName': 'Maloney, Lauren M.', 'wosStandard': 'Maloney, LM', 'researcherId': 'X-6377-2019'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000611174400009&DestLinkType=FullRecord&DestApp=WOS_CPL,1049-023X,1945-1938,"['12-lead electrocardiogram', 'Emergency Medical Services', 'emergency medical technician', 'prehospital', 'STEMI']",1,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000611174400009&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000611174400009&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1017/S1049023X20001259,33118893,,,,,,PII S1049023X20001259,
WOS:000611174400008,Utility of Different Lung Ultrasound Simulation Modalities Used by Paramedics during Varied Ambulance Driving Conditions,['Article'],['Article'],"[{'db': 'WOK', 'count': 4}]",PREHOSPITAL AND DISASTER MEDICINE,2021,FEB,36,,42-46,42,46,5,"[{'displayName': 'Maloney, Lauren M.', 'wosStandard': 'Maloney, LM', 'researcherId': 'X-6377-2019'}, {'displayName': 'Williams, Daryl W.', 'wosStandard': 'Williams, DW', 'researcherId': 'EFI-1266-2022'}, {'displayName': 'Reardon, Lindsay', 'wosStandard': 'Reardon, L', 'researcherId': 'FUF-1006-2022'}, {'displayName': 'Marshall, R. Trevor', 'wosStandard': 'Marshall, RT', 'researcherId': 'FKL-4375-2022'}, {'displayName': 'Alian, Andrus', 'wosStandard': 'Alian, A', 'researcherId': 'EJX-0485-2022'}, {'displayName': 'Boyle, Jess', 'wosStandard': 'Boyle, J', 'researcherId': 'EOV-5060-2022'}, {'displayName': 'Secko, Michael', 'wosStandard': 'Secko, M', 'researcherId': 'DRO-6640-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000611174400008&DestLinkType=FullRecord&DestApp=WOS_CPL,1049-023X,1945-1938,"['EMS', 'lung ultrasound', 'paramedic', 'simulation', 'thoracic ultrasound']",1,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000611174400008&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000611174400008&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1017/S1049023X20001247,33109288,,,,,,PII S1049023X20001247,
WOS:000607190403287,Profound Increases in Out-of-Hospital Cardiopulmonary Arrest Cases Within Most Metropolitan Municipalities During the COVID-19 Pandemic,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",CIRCULATION,2020,NOV 17,142,3,,,,2,"[{'displayName': 'Pepe, Paul E.', 'wosStandard': 'Pepe, PE', 'researcherId': 'GCX-7222-2022'}, {'displayName': 'McVaney, Kevin E.', 'wosStandard': 'McVaney, KE', 'researcherId': 'IMX-5444-2023'}, {'displayName': 'Maloney, Lauren M.', 'wosStandard': 'Maloney, LM', 'researcherId': 'X-6377-2019'}, {'displayName': 'Bronsky, Eric Stein', 'wosStandard': 'Bronsky, ES', 'researcherId': 'EMJ-7136-2022'}, {'displayName': 'Augustine, James J.', 'wosStandard': 'Augustine, JJ', 'researcherId': 'CEM-3891-2022'}, {'displayName': 'Asaeda, Glenn H.', 'wosStandard': 'Asaeda, GH', 'researcherId': 'IJC-8489-2023'}, {'displayName': 'Eckstein, Marc K.', 'wosStandard': 'Eckstein, MK', 'researcherId': 'ILG-1770-2023'}, {'displayName': 'Osterholm, Michael T.', 'wosStandard': 'Osterholm, MT', 'researcherId': 'FND-8205-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000607190403287&DestLinkType=FullRecord&DestApp=WOS_CPL,0009-7322,1524-4539,[],,,,,,,,,,,,[{'displayName': 'Metropolitan EMS Med Directors'}]
WOS:000607547200254,"Oncogenic SETBP1 Mutations Combine with Activating Mutations in CSF3R to Produce a Highly Proliferative, Lethal Leukemia through Aberrant Myc Signaling",['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",BLOOD,2020,NOV 5,136,1,,,,3,"[{'displayName': 'Carratt, Sarah A.', 'wosStandard': 'Carratt, SA', 'researcherId': 'FYW-3778-2022'}, {'displayName': 'Braun, Theodore P.', 'wosStandard': 'Braun, TP', 'researcherId': 'DWD-9709-2022'}, {'displayName': 'Schonrock, Zachary', 'wosStandard': 'Schonrock, Z', 'researcherId': 'DYN-4777-2022'}, {'displayName': 'Smith, Brittany M.', 'wosStandard': 'Smith, BM', 'researcherId': 'HMZ-5113-2023'}, {'displayName': 'Coleman, Daniel J.', 'wosStandard': 'Coleman, DJ', 'researcherId': 'CLP-6212-2022'}, {'displayName': 'Kong, Garth', 'wosStandard': 'Kong, G', 'researcherId': 'DXN-7780-2022'}, {'displayName': 'Estabrook, Joseph', 'wosStandard': 'Estabrook, J', 'researcherId': 'ETU-1937-2022'}, {'displayName': 'Baris, Adrian', 'wosStandard': 'Baris, A', 'researcherId': 'IAM-1400-2023'}, {'displayName': 'Maloney, Lauren', 'wosStandard': 'Maloney, L', 'researcherId': 'GEC-9279-2022'}, {'displayName': 'Maxson, Julia E.', 'wosStandard': 'Maxson, JE', 'researcherId': 'DGD-7886-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000607547200254&DestLinkType=FullRecord&DestApp=WOS_CPL,0006-4971,1528-0020,[],,,,10.1182/blood-2020-143072,,,,,,,,
WOS:000645882200021,The relationship of large city out-of-hospital cardiac arrests and the prevalence of COVID-19,['Article'],['Article'],"[{'db': 'WOK', 'count': 18}]",ECLINICALMEDICINE,2021,APR,34,,,,,10,"[{'displayName': 'McVaney, Kevin E.', 'wosStandard': 'McVaney, KE', 'researcherId': 'IMX-5444-2023'}, {'displayName': 'Pepe, Paul E.', 'wosStandard': 'Pepe, PE', 'researcherId': 'GCX-7222-2022'}, {'displayName': 'Maloney, Lauren M.', 'wosStandard': 'Maloney, LM', 'researcherId': 'X-6377-2019'}, {'displayName': 'Bronsky, E. Stein', 'wosStandard': 'Bronsky, ES', 'researcherId': 'EMJ-7136-2022'}, {'displayName': 'Crowe, Remle P.', 'wosStandard': 'Crowe, RP', 'researcherId': 'AAO-3327-2020'}, {'displayName': 'Augustine, James J.', 'wosStandard': 'Augustine, JJ', 'researcherId': 'CEM-3891-2022'}, {'displayName': 'Gilliam, Sheaffer O.', 'wosStandard': 'Gilliam, SO', 'researcherId': 'IKW-0346-2023'}, {'displayName': 'Asaeda, Glenn H.', 'wosStandard': 'Asaeda, GH', 'researcherId': 'IJC-8489-2023'}, {'displayName': 'Eckstein, Marc', 'wosStandard': 'Eckstein, M', 'researcherId': 'CNU-6664-2022'}, {'displayName': 'Mattu, Amal', 'wosStandard': 'Mattu, A', 'researcherId': 'DFE-8034-2022'}, {'displayName': 'Fumagalli, Roberto', 'wosStandard': 'Fumagalli, R', 'researcherId': 'FYL-5864-2022'}, {'displayName': 'Aufderheide, Tom P.', 'wosStandard': 'Aufderheide, TP', 'researcherId': 'ENM-5715-2022'}, {'displayName': 'Osterholm, Michael T.', 'wosStandard': 'Osterholm, MT', 'researcherId': 'FND-8205-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000645882200021&DestLinkType=FullRecord&DestApp=WOS_CPL,,2589-5370,[],,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000645882200021&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000645882200021&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1016/j.eclinm.2021.100815,33997730,,,,,,100815,[{'displayName': 'Writing Grp Behalf Metropolitan EM'}]
WOS:000672597100012,SEVERE ESCALATION OF OUT-OF-HOSPITAL CARDIAC ARRESTS IN SARS-COV-2-IMMERSED METROPOLITAN CITIES,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",CRITICAL CARE MEDICINE,2021,JAN,49,S,6-6,6,6,1,"[{'displayName': 'Pepe, Paul', 'wosStandard': 'Pepe, P', 'researcherId': 'HYG-1466-2023'}, {'displayName': 'McVaney, Kevin', 'wosStandard': 'McVaney, K', 'researcherId': 'DGG-0694-2022'}, {'displayName': 'Maloney, Lauren', 'wosStandard': 'Maloney, L', 'researcherId': 'X-6377-2019'}, {'displayName': 'Bronsky, Eric', 'wosStandard': 'Bronsky, E', 'researcherId': 'CHX-0724-2022'}, {'displayName': 'Crowe, Remle', 'wosStandard': 'Crowe, R', 'researcherId': 'AAO-3327-2020'}, {'displayName': 'Augustine, James', 'wosStandard': 'Augustine, J', 'researcherId': 'ICB-1356-2023'}, {'displayName': 'Asaeda, Glenn', 'wosStandard': 'Asaeda, G', 'researcherId': 'ELA-3688-2022'}, {'displayName': 'Eckstein, Marc', 'wosStandard': 'Eckstein, M', 'researcherId': 'CNU-6664-2022'}, {'displayName': 'Mattu, Amal', 'wosStandard': 'Mattu, A', 'researcherId': 'DFE-8034-2022'}, {'displayName': 'Osterholm, Michael', 'wosStandard': 'Osterholm, M', 'researcherId': 'INR-4988-2023'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000672597100012&DestLinkType=FullRecord&DestApp=WOS_CPL,0090-3493,1530-0293,[],1,,,,,,,,,,,
WOS:000674922300017,Disparity in Gender Representation of Speakers at National Emergency Medical Services Conferences: A Current Assessment and Proposed Path Forward,['Article'],['Article'],"[{'db': 'WOK', 'count': 5}]",PREHOSPITAL AND DISASTER MEDICINE,2021,AUG,36,,445-449,445,449,5,"[{'displayName': 'Davic, Alexandra', 'wosStandard': 'Davic, A', 'researcherId': 'CMB-6722-2022'}, {'displayName': 'Carey, Erin', 'wosStandard': 'Carey, E', 'researcherId': 'IJW-0591-2023'}, {'displayName': 'Lambert, Erin', 'wosStandard': 'Lambert, E', 'researcherId': 'DCJ-3408-2022'}, {'displayName': 'Luckingham, Therese', 'wosStandard': 'Luckingham, T', 'researcherId': 'DFE-4354-2022'}, {'displayName': 'Mongiello, Nikki', 'wosStandard': 'Mongiello, N', 'researcherId': 'FLM-3488-2022'}, {'displayName': 'Peralta, Randi', 'wosStandard': 'Peralta, R', 'researcherId': 'HVE-0826-2023'}, {'displayName': 'Puccio, Nicolina', 'wosStandard': 'Puccio, N', 'researcherId': 'DOI-9634-2022'}, {'displayName': 'Rivera, Kimberly', 'wosStandard': 'Rivera, K', 'researcherId': 'FWB-0357-2022'}, {'displayName': 'Torre, Kirsten', 'wosStandard': 'Torre, K', 'researcherId': 'GKB-9117-2022'}, {'displayName': 'Maloney, Lauren M.', 'wosStandard': 'Maloney, LM', 'researcherId': 'X-6377-2019'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000674922300017&DestLinkType=FullRecord&DestApp=WOS_CPL,1049-023X,1945-1938,"['conference', 'Emergency Medical Services', 'female', 'gender', 'gender equity', 'speaker']",4,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000674922300017&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000674922300017&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1017/S1049023X21000571,34190038,,,,,,PII S1049023X21000571,
WOS:000674922300028,The Effect of Prehospital ECGs on Patient Care in STEMI Reply,['Letter'],['Letter'],"[{'db': 'WOK', 'count': 0}]",PREHOSPITAL AND DISASTER MEDICINE,2021,AUG,36,,500-500,500,500,1,"[{'displayName': 'Maloney, Lauren M.', 'wosStandard': 'Maloney, LM', 'researcherId': 'X-6377-2019'}, {'displayName': 'Kotelnik, Vladimir', 'wosStandard': 'Kotelnik, V', 'researcherId': 'CYT-4973-2022'}, {'displayName': 'Pesce, Kevin', 'wosStandard': 'Pesce, K', 'researcherId': 'DMH-6999-2022'}, {'displayName': 'Masterton, William M.', 'wosStandard': 'Masterton, WM', 'researcherId': 'DEH-8068-2022'}, {'displayName': 'Marshall, Robert T.', 'wosStandard': 'Marshall, RT', 'researcherId': 'FKL-4375-2022'}, {'displayName': 'Pigott, Gregson', 'wosStandard': 'Pigott, G', 'researcherId': 'FRL-4678-2022'}, {'displayName': 'Bialek, Nathaniel', 'wosStandard': 'Bialek, N', 'researcherId': 'CEM-9697-2022'}, {'displayName': 'Winslow, Jason', 'wosStandard': 'Winslow, J', 'researcherId': 'CGI-1766-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000674922300028&DestLinkType=FullRecord&DestApp=WOS_CPL,1049-023X,1945-1938,"['12-lead electrocardiogram', 'Emergency Medical Services', 'emergency medical technician', 'prehospital', 'STEMI']",4,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000674922300028&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000674922300028&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1017/S1049023X21000480,34057055,,,,,,,
WOS:000564940400002,A COVID-19 Airway Management Innovation with Pragmatic Efficacy Evaluation: The Patient Particle Containment Chamber,['Editorial material'],['Editorial Material'],"[{'db': 'WOK', 'count': 11}]",ANNALS OF BIOMEDICAL ENGINEERING,2020,OCT,48,,2371-2376,2371,2376,6,"[{'displayName': 'Maloney, Lauren M.', 'wosStandard': 'Maloney, LM', 'researcherId': 'X-6377-2019'}, {'displayName': 'Yang, Ariel H.', 'wosStandard': 'Yang, ARH', 'researcherId': 'FZW-9042-2022'}, {'displayName': 'Princi, Rudolph A.', 'wosStandard': 'Princi, RA', 'researcherId': 'FRK-9016-2022'}, {'displayName': 'Eichert, Alexander J.', 'wosStandard': 'Eichert, AJ', 'researcherId': 'EUD-1620-2022'}, {'displayName': 'Hebert, Daniella R.', 'wosStandard': 'Hébert, DR', 'researcherId': 'DVA-9066-2022'}, {'displayName': 'Kupec, Taelyn V.', 'wosStandard': 'Kupec, TV', 'researcherId': 'DBA-8862-2022'}, {'displayName': 'Mertz, Alexander E.', 'wosStandard': 'Mertz, AE', 'researcherId': 'FJJ-3400-2022'}, {'displayName': 'Vasyltsiv, Roman', 'wosStandard': 'Vasyltsiv, R', 'researcherId': 'LEL-7631-2024'}, {'displayName': 'Vijaya Kumar, Thea M.', 'wosStandard': 'Kumar, TMV', 'researcherId': 'FFR-2339-2022'}, {'displayName': 'Walker, Griffin J.', 'wosStandard': 'Walker, GJ', 'researcherId': 'GJD-4202-2022'}, {'displayName': 'Peralta, Edder J.', 'wosStandard': 'Peralta, EJ', 'researcherId': 'DMM-5466-2022'}, {'displayName': 'Hoffman, Jason L.', 'wosStandard': 'Hoffman, JL', 'researcherId': 'IKV-5413-2023'}, {'displayName': 'Yin, Wei', 'wosStandard': 'Yin, W', 'researcherId': 'HIQ-9742-2022'}, {'displayName': 'Page, Christopher R.', 'wosStandard': 'Page, CR', 'researcherId': 'DLA-8521-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000564940400002&DestLinkType=FullRecord&DestApp=WOS_CPL,0090-6964,1573-9686,"['COVID-19', 'Aerosol', 'Intubation', 'Airway', 'Personal protective equipment', 'Emergency medical services']",10,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000564940400002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000564940400002&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1007/s10439-020-02599-6,32856180,,,,,,,
WOS:000680263503468,Combined inhibition of cKIT and Lysine-Specific Demethylase 1 as a therapeutic strategy in acute myeloid leukemia.,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",CANCER RESEARCH,2021,JUL,81,S,,,,1,"[{'displayName': 'Smith, Brittany M.', 'wosStandard': 'Smith, BM', 'researcherId': 'HMZ-5113-2023'}, {'displayName': 'Coleman, Daniel J.', 'wosStandard': 'Coleman, DJ', 'researcherId': 'DWU-6677-2022'}, {'displayName': 'Maloney, Lauren', 'wosStandard': 'Maloney, L', 'researcherId': 'GEC-9279-2022'}, {'displayName': 'Coblentz, Cody', 'wosStandard': 'Coblentz, C', 'researcherId': 'CLQ-6135-2022'}, {'displayName': 'Schonrock, Zachary', 'wosStandard': 'Schonrock, Z', 'researcherId': 'DYN-4777-2022'}, {'displayName': 'Estabrook, Joseph', 'wosStandard': 'Estabrook, J', 'researcherId': 'ETU-1937-2022'}, {'displayName': 'Lusardi, Theresa', 'wosStandard': 'Lusardi, T', 'researcherId': 'HUV-3614-2023'}, {'displayName': 'Druker, Brian J.', 'wosStandard': 'Druker, BJ', 'researcherId': 'HZR-2247-2023'}, {'displayName': 'Maxson, Julia E.', 'wosStandard': 'Maxson, JE', 'researcherId': 'DGD-7886-2022'}, {'displayName': 'Braun, Theodore P.', 'wosStandard': 'Braun, TP', 'researcherId': 'DWD-9709-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000680263503468&DestLinkType=FullRecord&DestApp=WOS_CPL,0008-5472,1538-7445,[],13,,,,,,,,,,,
WOS:000608934100001,An Evolving Clinical Need: Discordant Oxygenation Measurements of Intubated COVID-19 Patients,['Editorial material'],['Editorial Material'],"[{'db': 'WOK', 'count': 4}]",ANNALS OF BIOMEDICAL ENGINEERING,2021,MAR,49,,959-963,959,963,5,"[{'displayName': 'Rubano, Jerry A.', 'wosStandard': 'Rubano, JA', 'researcherId': 'DOQ-7326-2022'}, {'displayName': 'Maloney, Lauren M.', 'wosStandard': 'Maloney, LM', 'researcherId': 'X-6377-2019'}, {'displayName': 'Simon, Jessica', 'wosStandard': 'Simon, J', 'researcherId': 'GBX-3997-2022'}, {'displayName': 'Rutigliano, Daniel N.', 'wosStandard': 'Rutigliano, DN', 'researcherId': 'FUS-8838-2022'}, {'displayName': 'Botwinick, Isadora', 'wosStandard': 'Botwinick, I', 'researcherId': 'IAY-4270-2023'}, {'displayName': 'Jawa, Randeep S.', 'wosStandard': 'Jawa, RS', 'researcherId': 'FFA-4346-2022'}, {'displayName': 'Shapiro, Marc J.', 'wosStandard': 'Shapiro, MJ', 'researcherId': 'FYA-8201-2022'}, {'displayName': 'Vosswinkel, James A.', 'wosStandard': 'Vosswinkel, JA', 'researcherId': 'EEJ-2459-2022'}, {'displayName': 'Talamini, Mark', 'wosStandard': 'Talamini, M', 'researcherId': 'III-8792-2023'}, {'displayName': 'Kaushansky, Kenneth', 'wosStandard': 'Kaushansky, K', 'researcherId': 'FDD-5776-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000608934100001&DestLinkType=FullRecord&DestApp=WOS_CPL,0090-6964,1573-9686,"['SARS-CoV-2', 'COVID-19', 'Pulse oximetry', 'Arterial blood gas', 'Oxygen saturation', 'Hemoglobin']",3,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000608934100001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000608934100001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1007/s10439-020-02722-7,33469819,,,,,,,
